OFC,57965000.00
INMD,57824000.00
VRTS,57450000.00
TGH,57344000.00
RYN,57206000.00
KNOP,57184000.00
CLW,56500000.00
PRLB,56474000.00
IART,56467000.00
JBSS,56420000.00
ATLC,56418000.00
HIBB,56334000.00
UVV,56307000.00
JELD,56143000.00
WTI,55648000.00
FRHC,55401000.00
JOUT,55233000.00
HMSY,54676000.00
STAY,54413000.00
TXRH,54392000.00
GTS,54264000.00
SYKE,54077000.00
PPD,53831000.00
KTB,53564000.00
AMRK,53464000.00
VNO,53443000.00
RP,53416000.00
MYRG,53384000.00
CFX,53200000.00
CFXA,53200000.00
SNFCA,53152000.00
CAI,52769000.00
AMRC,52680000.00
SHEN,52677000.00
THFF,52469000.00
TRST,52452000.00
IIPR,52438000.00
SKY,52380000.00
KFRC,52363000.00
KLIC,52300000.00
MTN,51542000.00
KRNY,51270000.00
CSR,51148000.00
BXC,50829000.00
ELVT,50828000.00
LRN,50809000.00
EPRT,50706000.00
SSTK,50240000.00
SPWR,49580000.00
WHD,49302000.00
ACOR,49114000.00
GLOB,48981000.00
CSWI,48966000.00
WRE,48892000.00
SGU,48729000.00
FSTR,48338000.00
GDOT,48098000.00
GTY,48052000.00
KAI,47738000.00
FLGT,47707000.00
PTON,47500000.00
RILY,47189000.00
RILYL,47189000.00
RILYP,47189000.00
SMTC,47181000.00
TMX,47000000.00
LL,46775000.00
REG,46693000.00
NVMI,46635000.00
HOV,46276000.00
RVLV,46235000.00
VIVO,46186000.00
PLTK,46100000.00
FBM,45604000.00
JRVR,45553000.00
BGCP,45551000.00
LSCC,45390000.00
GPC,45389000.00
SPFI,45353000.00
FMBH,45270000.00
ACLS,45020000.00
WEX,45008000.00
FORTY,44867000.00
UCTT,44800000.00
NPK,44741000.00
MBWM,44138000.00
CWEN,44000000.00
SHYF,43936000.00
RGEN,43832000.00
DOOR,43718000.00
PAHC,43339000.00
SND,43227000.00
HEAR,42829000.00
PQG,42763000.00
SJW,42745000.00
TNC,42200000.00
OSG,41827000.00
ARCB,41621000.00
VHI,41400000.00
MGPI,41386000.00
SCPL,41300000.00
SPSC,41278000.00
CRVL,41266000.00
NOVT,41082000.00
DCOM,41002000.00
DCOMP,41002000.00
BDC,40905000.00
HNGR,40871000.00
IESC,40830000.00
SXI,40788000.00
ULH,40646000.00
BOOT,40563000.00
PROS,40334000.00
ROAD,40297000.00
VRTU,40279000.00
VYGR,40093000.00
BCEI,40045000.00
MMI,39937000.00
LBC,39912000.00
HVT,39820000.00
MYE,39526000.00
FBK,39477000.00
SWI,38679000.00
TPRE,38675000.00
NX,38496000.00
PGTI,38401000.00
BBSI,38328000.00
MSEX,38068000.00
BFC,38046000.00
ALX,37941000.00
LADR,37920000.00
OMCL,37912000.00
DHIL,37710084.00
NRC,37662000.00
AAT,37607000.00
LNN,37379000.00
THRY,37368000.00
CCF,37335000.00
NESR,37293000.00
CWST,37255000.00
IOSP,37200000.00
CNSL,36924000.00
RC,36887000.00
FISI,36871000.00
HWKN,36662000.00
VIAV,36200000.00
THRM,36151000.00
BRMK,36090392.00
PIPR,36015000.00
NODK,35939000.00
BSRR,35444000.00
ADUS,35421000.00
PGC,35395000.00
HTBK,35299000.00
BGFV,35274000.00
AHH,35204000.00
KBAL,35056000.00
FLOW,35000000.00
SSP,34986000.00
NXRT,34951000.00
NLS,34948000.00
PEBO,34767000.00
BKD,34731000.00
AMEH,34536544.00
LEGH,34367000.00
GIII,34191000.00
FRTA,34166000.00
ITIC,34165000.00
JOE,34105000.00
OPRA,34003000.00
SMBC,33970000.00
TA,33845000.00
PLAB,33820000.00
CLNE,33781000.00
PRFT,33552000.00
HTA,33481000.00
UEIC,33441000.00
FSFG,33354000.00
ROIC,33026000.00
EEFT,32812000.00
ATRI,32809000.00
WING,32763000.00
PLPC,32757000.00
CMD,32406000.00
VEC,32354000.00
SPNS,32290000.00
WSC,32251000.00
WWW,32100000.00
OMI,31981000.00
SIGA,31677980.00
IPAR,31670000.00
QNST,31651000.00
UNVR,31500000.00
SGC,31473000.00
GBX,31326000.00
IDT,31231000.00
SITC,31035000.00
USCR,30900000.00
PETS,30794000.00
ENR,30600000.00
NSA,30507000.00
NEWT,30498000.00
BMRC,30242000.00
WINA,30192400.00
MCBC,30165000.00
USPH,30118000.00
AMNB,30045000.00
UTL,29989000.00
CTS,29800000.00
CIVB,29702000.00
HCI,29662000.00
IMXI,29505000.00
MLR,29502000.00
SMMF,29223000.00
MVBF,29208000.00
NBN,29065000.00
BFS,29029000.00
DLX,28905000.00
AVAV,28902000.00
LITB,28900000.00
PODD,28900000.00
VMD,28847000.00
AVO,28800000.00
NUAN,28782000.00
ICHR,28710000.00
SWBI,28659000.00
RMR,28583000.00
RPAI,28540000.00
LAKE,28442000.00
DCO,28392000.00
KE,28371000.00
OEC,28215000.00
NHC,28091000.00
RM,28066000.00
CODX,27936342.00
SAFM,27902000.00
